"zipCode","city","district","street","houseNo","keyWord","locationType","locationName","lat","lon","primaryKeyDeliverySystem"
30853,"'Langenhagen'","'Alt-Langenhagen'","Walsroder Str.","123","'DHL Packstation'","'PACKSTATION_PS_LIGHT'","REWE Markt",52.446573,9.740582,30853165
30853,"'Langenhagen'","'Langenhagen'","Walsroder Str.","148","'DHL Paketshop'","'PAKETSHOP'","Kiosk Demiray",52.4489281,9.7409753,4139558
30853,"'Langenhagen'","'Langenhagen'","Ostpassage","11","'Postfiliale'","'RETAIL_OUTLET'",,52.4389216,9.7417396,4135750
30853,"'Langenhagen'","'Alt-Langenhagen'","Am Pferdemarkt","9","'DHL Packstation'","'PACKSTATION_PS_DE'",,52.452984,9.742416,30853136
30855,"'Langenhagen'","'Engelbostel'","Heidestr.","53","'DHL Paketshop'","'PAKETSHOP'","Landhandel Puhl",52.4520338,9.6618849,4108056
30855,"'Langenhagen'","'Engelbostel'","Heidestr.","4","'Postfiliale'","'RETAIL_OUTLET'","Zeitschriften / Lotto-Toto",52.4472297,9.6669207,4129943
30855,"'Langenhagen'","'Godshorn'","Desbrocksriede","2","'DHL Packstation'","'PACKSTATION_PS_DE'","ALDI Markt",52.431941,9.679528,30855221
30855,"'Langenhagen'","'<undefined>'","Alt-Godshorn","69a","'Postfiliale'","'RETAIL_OUTLET'",,52.4386159,9.7079437,4123889
30855,"'Langenhagen'","'Kaltenweide'","Kaltenweider Platz","7","'Postfiliale'","'RETAIL_OUTLET'","Milchzahn & mehr",52.4798797,9.7351503,4087833
30855,"'Langenhagen'","'Krähenwinkel'","Eichstr.","15","'Postfiliale'","'RETAIL_OUTLET'","Lotto/ Toto",52.4604563,9.7432754,4093736
30880,"'Laatzen'","'Alt-Laatzen'","Hildesheimer Str.","2","'Postfiliale'","'RETAIL_OUTLET'","Q 1",52.3218471,9.7836143,4134159
30880,"'Laatzen'","'Alt-Laatzen'","Hildesheimer Str.","68","'DHL Paketshop'","'PAKETSHOP'","Kiosk Haidar",52.3148855,9.7916245,4289119
30880,"'Laatzen'","'Alt-Laatzen'","Karlsruher Str.","8","'DHL Packstation'","'PACKSTATION_PS_DE'","Kaufland",52.31884,9.793394,30880219
30880,"'Laatzen'","'Alt-Laatzen'","Karlsruher Str.","8","'Postfiliale'","'RETAIL_OUTLET'","Tabakshop/Lotto",52.3199981,9.7955125,4123537
30880,"'Laatzen'","'Grasdorf'","Am Kamp","11","'DHL Packstation'","'PACKSTATION_PS_DE'","Nahkauf",52.301591,9.804733,30880211
30880,"'Laatzen'","'Grasdorf'","Ahornstr.","9","'Postfiliale'","'RETAIL_OUTLET'","Hannovertextil",52.3029413,9.806909,4128422
30880,"'Laatzen'","'Laatzen-Mitte'","Robert-Koch-Str.","1","'DHL Paketshop'","'PAKETSHOP'","Expert Handels GmbH",52.3065448,9.8119137,4125964
30880,"'Laatzen'","'Laatzen-Mitte'","Robert-Koch-Str.","3","'Postbank Filiale'","'POSTBANK_FINANCE_CENTER'","Postbank Filiale",52.307004,9.8126615,8917
30880,"'Laatzen'","'Laatzen-Mitte'","Robert-Koch-Str.","3","'DHL Packstation'","'PACKSTATION_PS_DE'","Postbank Finanzcenter",52.306874,9.813001,30880115
30880,"'Laatzen'","'Laatzen-Mitte'","Schubertweg","3","'DHL Packstation'","'PACKSTATION_PS_DE'","REWE Markt",52.300705,9.817711,30880142
30880,"'Laatzen'","'Rethen'","Hildesheimer Str.","350","'DHL Packstation'","'PACKSTATION_PS_DE'","ALDI-Markt",52.285055,9.820936,30880209
30880,"'Laatzen'","'Rethen'","Zur Sehlwiese","1","'Postfiliale'","'RETAIL_OUTLET'","LOTTO u. POSTAGENTUR RETHEN",52.2847183,9.8217821,4012120
30880,"'Laatzen'","'Laatzen-Mitte'","Lange Weihe","67a","'Postfiliale'","'RETAIL_OUTLET'","Kiosk 67 A",52.3053087,9.8221046,4290911
30880,"'Laatzen'","'Gleidingen'","Oesselser Str.","16","'Postfiliale'","'RETAIL_OUTLET'","Lotto/ Toto",52.273731,9.8440043,4138781
30880,"'Laatzen'","'Ingeln-Oesselse'","Rotdornallee","6","'Postfiliale'","'RETAIL_OUTLET'",,52.2817228,9.8818402,4065322
30890,"'Barsinghausen'","'Bantorf'","An der Windmühle","6","'DHL Packstation'","'PACKSTATION_PS_DE'","Star Tankstelle",52.331211,9.421452,30890153
30890,"'Barsinghausen'","'Hohenbostel'","Heerstr.","10","'Postfiliale'","'RETAIL_OUTLET'","Bäckerei H. Höner",52.3202597,9.4328426,4134276
30890,"'Barsinghausen'","'Barsinghausen'","Kaltenbornstr.","26","'DHL Paketshop'","'PAKETSHOP'","Kim's Spielzeugwelt",52.3044033,9.4540478,4134555
30890,"'Barsinghausen'","'Barsinghausen'","Marktstr.","24","'Postfiliale'","'RETAIL_OUTLET'","Easy Smoke & More",52.3025047,9.4619072,4130675
30890,"'Barsinghausen'","'Barsinghausen'","Poststr.","3","'Paketbox'","'PAKETBOX'",,52.3044879,9.4652145,206
30890,"'Barsinghausen'","'Barsinghausen'","Poststr.","3","'DHL Packstation'","'PACKSTATION_PS_DE'","Postbank Finanzcenter",52.304488,9.465215,30890124
30890,"'Barsinghausen'","'Barsinghausen'","Ladestr.","1","'Postfiliale'","'RETAIL_OUTLET'","Kaufland",52.3044789,9.4691588,4117736
30890,"'Barsinghausen'","'Barsinghausen'","Egestorfer Str.","22","'DHL Packstation'","'PACKSTATION_PS_DE'","ESSO Tankstelle",52.298053,9.474952,30890103
30890,"'Barsinghausen'","'Kirchdorf'","Egestorfer Str.","98","'Postfiliale'","'RETAIL_OUTLET'","Kleine Post",52.2912277,9.4876122,4131527
30890,"'Barsinghausen'","'Barsinghausen'","Reihekamp","12","'DHL Paketshop'","'PAKETSHOP'","REWE Thorsten Krause oHG",52.3034353,9.4883245,4124958
30890,"'Barsinghausen'","'Egestorf'","Egestorfer Warte","1","'DHL Packstation'","'PACKSTATION_PS_DE'","ALDI Markt",52.290068,9.509332,30890104
30890,"'Barsinghausen'","'Egestorf'","Wennigser Str.","23","'Postfiliale'","'RETAIL_OUTLET'",,52.2884984,9.5146909,4121680
30900,"'Wedemark'","'<undefined>'","Königsberger Str.","14a","'Postfiliale'","'RETAIL_OUTLET'",,52.4996661,9.6300515,4025049
30900,"'Wedemark'","'Brelingen'","Marktstr.","1","'Postfiliale'","'RETAIL_OUTLET'",,52.5547729,9.6810883,4065285
30900,"'Wedemark'","'Elze'","Walsroder Str.","2","'Postfiliale'","'RETAIL_OUTLET'","Hannelore Seewald-Riechelmann",52.5796359,9.7285277,4071129
30900,"'Wedemark'","'Mellendorf'","Wedemarkstr.","50","'Postfiliale'","'RETAIL_OUTLET'","Postpartneragentur",52.5466861,9.7361954,4066646
30900,"'Wedemark'","'Mellendorf'","Wedemarkstr.","85","'DHL Packstation'","'PACKSTATION_PS_DE'","Lidl Markt",52.546697,9.744079,30900222
30900,"'Wedemark'","'Mellendorf'","Wedemarkstr.","96","'DHL Packstation'","'PACKSTATION_PS_DE'","famila center",52.54758,9.74607,30900125
30900,"'Wedemark'","'Mellendorf'","Wedemarkstr.","96","'Postfiliale'","'RETAIL_OUTLET'","Famila",52.548471,9.7465111,4081911
30900,"'Wedemark'","'Bissendorf'","Scherenbosteler Str.","14","'DHL Packstation'","'PACKSTATION_PS_DE'","REWE Markt",52.524949,9.752748,30900223
30900,"'Wedemark'","'Bissendorf'","Mellendorfer Str.","1A","'Postfiliale'","'RETAIL_OUTLET'","Martina Masur",52.5248753,9.7546039,4074748
30916,"'Isernhagen'","'Isernhagen H.B.'","Burgwedeler Str.","139b","'Postfiliale'","'RETAIL_OUTLET'","Lotto",52.4755643,9.7965515,4119290
30916,"'Isernhagen'","'Isernhagen N.B.'","Am Ortfelde","67","'Postfiliale'","'RETAIL_OUTLET'",,52.45617,9.801375,4136369
30916,"'Isernhagen'","'Altwarmbüchen'","Opelstr.","3","'Postfiliale'","'RETAIL_OUTLET'","WOLSDORFF",52.4239492,9.8360802,4073368
30916,"'Isernhagen'","'Altwarmbüchen'","Opelstr.","10","'Postfiliale'","'RETAIL_OUTLET'","Staples",52.4243512,9.8362095,4102354
30916,"'Isernhagen'","'Altwarmbüchen'","Krendelstr.","4","'DHL Packstation'","'PACKSTATION_PS_DE'","ALDI Markt",52.42506,9.842377,30916226
30916,"'Isernhagen'","'Isernhagen F.B.'","Hauptstr.","99","'DHL Paketshop'","'PAKETSHOP'","Kiosk am Isernhagenhof",52.4721203,9.8482926,4125088
30916,"'Isernhagen'","'<undefined>'","Bothfelder Str.","24-26","'Postfiliale'","'RETAIL_OUTLET'","SchreibWahn",52.4316136,9.8500967,4113252
30916,"'Isernhagen'","'Isernhagen F.B.'","Lohner Weg","1","'DHL Packstation'","'PACKSTATION_PS_DE'","REWE Markt",52.474111,9.856137,30916152
30916,"'Isernhagen'","'Kirchhorst'","Tischlerstr.","5","'Postfiliale'","'RETAIL_OUTLET'","Kiosk Kipolo",52.4401033,9.8799112,4134172
30916,"'Isernhagen'","'Neuwarmbüchen'","Kurze Str.","3","'Postfiliale'","'RETAIL_OUTLET'","Kiosk Neuwarmbüchen",52.4649781,9.8902309,4084615
30916,"'Isernhagen'","'Kirchhorst'","Steller Str.","10","'DHL Paketshop'","'PAKETSHOP'","Freie Tankstelle Kirchhorst",52.4430937,9.8945324,4086246
30926,"'Seelze'","'Gümmer'","Westfalenstr.","2","'Postfiliale'","'RETAIL_OUTLET'",,52.4088215,9.5294253,4102845
30926,"'Seelze'","'Lohnde'","Hohe Str.","12","'Postfiliale'","'RETAIL_OUTLET'",,52.4041333,9.5602014,4020062
30926,"'Seelze'","'Seelze'","Am Kreuzweg","6","'Postfiliale'","'RETAIL_OUTLET'","Heitmüller e.K.",52.3961523,9.5899957,4079959
30926,"'Seelze'","'Seelze'","Brüggefeld","1","'DHL Paketshop'","'PAKETSHOP'","REWE Torben Dunker",52.3984215,9.5927752,4137483
30926,"'Seelze'","'Seelze'","Hannoversche Str.","74","'DHL Paketshop'","'PAKETSHOP'","Tankstelle Burhan",52.3920207,9.6098948,4129264
30926,"'Seelze'","'Seelze'","Hannoversche Str.","81","'DHL Packstation'","'PACKSTATION_PS_DE'","Star Tankstelle",52.393036,9.613831,30926154
30926,"'Seelze'","'Seelze'","Hannoversche Str.","77","'DHL Packstation'","'PACKSTATION_PS_DE'","E-Center",52.392251,9.615221,30926126
30926,"'Seelze'","'Letter'","Kastanienplatz","6","'Postfiliale'","'RETAIL_OUTLET'","M&Z Schreibwaren-Lottoannahme",52.3972052,9.6377703,4124566
30938,"'Burgwedel'","'Fuhrberg'","Mellendorfer Str.","28","'Postfiliale'","'RETAIL_OUTLET'","M1 Tankstelle",52.5642993,9.8377026,4133678
30938,"'Burgwedel'","'Großburgwedel'","In der Meineworth","25","'DHL Packstation'","'PACKSTATION_PS_DE'","Aldi Markt",52.491414,9.844211,30938102
30938,"'Burgwedel'","'Großburgwedel'","Von-dem-Bussche-Str.","18","'DHL Paketshop'","'PAKETSHOP'","Ihr persönliches Kaufhaus",52.4950102,9.8596515,4102013
30938,"'Burgwedel'","'Großburgwedel'","Burgdorfer Str.","2","'Postfiliale'","'RETAIL_OUTLET'","Schreibwaren Geschenkartikel",52.4900209,9.8602056,4127425
30938,"'Burgwedel'","'Thönse'","Lange Reihe","36","'DHL Paketshop'","'PAKETSHOP'","barisch telekommunikation",52.4945354,9.9057918,4106919
30938,"'Burgwedel'","'Wettmar'","Herrenhäuser Str.","3","'Postfiliale'","'RETAIL_OUTLET'","Kiosk Unter den Eichen",52.5140856,9.9192709,4132489
30938,"'Burgwedel'","'Engensen'","Thönser Str.","2","'Postfiliale'","'RETAIL_OUTLET'","Firma Krull GbR",52.4984293,9.9404089,4088849
30952,"'Ronnenberg'","'Weetzen'","Hauptstr.","17","'Postfiliale'","'RETAIL_OUTLET'","EDEKA nah und gut Bäckerei Ingo Bolte",52.2937392,9.6381211,4119112
30952,"'Ronnenberg'","'Ronnenberg'","Über den Beeken","10","'Postfiliale'","'RETAIL_OUTLET'",,52.3189158,9.6571695,4136533
30952,"'Ronnenberg'","'Empelde'","Berliner Str.","23","'DHL Paketshop'","'PAKETSHOP'","REWE Markt GmbH",52.3407812,9.6684693,4126838
30952,"'Ronnenberg'","'Empelde'","Chemnitzer Str.","2","'Postfiliale'","'RETAIL_OUTLET'","Pinar Tepe",52.3444894,9.668984,4071029
30952,"'Ronnenberg'","'Ihme-Roloven'","Hannoversche Str.","59","'DHL Paketshop'","'PAKETSHOP'","Bäckerei Krause e.K.",52.2991739,9.6715155,4123014
30966,"'Hemmingen'","'Hiddestorf'","Hauptstr.","40","'DHL Paketshop'","'PAKETSHOP'","Landbäckerei Bazdaras",52.2809577,9.7099829,4099173
30966,"'Hemmingen'","'Devese'","Alfred-Bentz-Str.","2","'DHL Packstation'","'PACKSTATION_PS_DE'","ALDI Markt",52.3146,9.720725,30966220
30966,"'Hemmingen'","'Devese'","Alfred-Bentz-Str.","1","'Postfiliale'","'RETAIL_OUTLET'","Tabakwaren Niemeyer im Real Markt",52.3158863,9.7226816,4109988
30966,"'Hemmingen'","'Hemmingen-Westerfeld'","Rathausplatz","8","'Postfiliale'","'RETAIL_OUTLET'",,52.325974,9.7264512,4122782
30966,"'Hemmingen'","'Arnum'","Göttinger Str.","77","'Postfiliale'","'RETAIL_OUTLET'","Tabakstore",52.3018802,9.7405158,4119383
30974,"'Wennigsen (Deister)'","'Wennigsen'","Hauptstr.","12","'Postfiliale'","'RETAIL_OUTLET'","Frischmarkt Gustav Nolting",52.2725114,9.568688,4071197
30974,"'Wennigsen (Deister)'","'Wennigsen'","Degerser Str.","30","'DHL Paketshop'","'PAKETSHOP'","REWE Marco Startari OHG",52.2814398,9.575414,4129286
30974,"'Wennigsen (Deister)'","'Wennigsen'","Degerser Str.","30","'DHL Packstation'","'PACKSTATION_PS_DE'","REWE Markt",52.281421,9.57545,30974229
30974,"'Wennigsen (Deister)'","'Bredenbeck'","An der Beeke","5","'Postfiliale'","'RETAIL_OUTLET'","Hofladen",52.254165,9.6165166,4019630
30982,"'Pattensen'","'Pattensen'","Dammstr.","2","'DHL Paketshop'","'PAKETSHOP'","Die Bücherecke",52.2640678,9.7602062,4127382
30982,"'Pattensen'","'Pattensen'","Auf der Burg","6","'Postfiliale'","'RETAIL_OUTLET'","Schreibwaren Ayalti",52.2631651,9.764273,4127083
30982,"'Pattensen'","'Pattensen'","Johann-Koch-Str.","2","'DHL Packstation'","'PACKSTATION_PS_DE'","Carlenberg Center",52.265601,9.770009,30982101
30982,"'Pattensen'","'Pattensen'","Johann-Koch-Str.","2","'DHL Paketshop'","'PAKETSHOP'","Valora Retail Services GmbH",52.2648124,9.7704673,4100752
30982,"'Pattensen'","'Schulenburg'","Hauptstr.","34A","'Postfiliale'","'RETAIL_OUTLET'","Kiosk",52.1954645,9.7796874,4086942
30982,"'Pattensen'","'Pattensen'","Ludwig-Erhard-Str.","39","'Paketbox'","'PAKETBOX'",,52.2592069,9.7809825,825
30989,"'Gehrden'","'Gehrden'","Everloher Str.","1","'DHL Packstation'","'PACKSTATION_PS_DE'","ALDI Markt",52.3201,9.59335,30989224
30989,"'Gehrden'","'Gehrden'","Nordstr.","2","'Postfiliale'","'RETAIL_OUTLET'","REWE Georg Szedlak oHG",52.3163736,9.5990064,4127923
30989,"'Gehrden'","'Gehrden'","Steinweg","4","'DHL Paketshop'","'PAKETSHOP'","Büro & Co.",52.3147028,9.599049,4132104
30989,"'Gehrden'","'Gehrden'","Schulstr.","20","'DHL Paketshop'","'PAKETSHOP'","EDEKA Frische Center",52.3097499,9.6094264,4128210
30989,"'Gehrden'","'Gehrden'","Everloher Str.",1,"'DHL Packstation'","'PACKSTATION_PS_DE'","ALDI Markt",52.3201,9.59335,30989224
31275,"'Lehrte'","'Ahlten'","Zum Großen Freien","40","'Postfiliale'","'RETAIL_OUTLET'","Kiosk Franz",52.368592,9.9083172,4138838
31275,"'Lehrte'","'Ahlten'","Zum Großen Freien","22","'DHL Paketshop'","'PAKETSHOP'","Kullick & Enderling GbR",52.3664828,9.9094651,4138562
31275,"'Lehrte'","'Ahlten'","Hannoversche Str.","41","'DHL Packstation'","'PACKSTATION_PS_LIGHT'","Penny Markt",52.359314,9.913352,31275172
31275,"'Lehrte'","'Lehrte'","Westring","5","'Postfiliale'","'RETAIL_OUTLET'","Edeka Hohlfeldt",52.3684917,9.9605373,4128591
31275,"'Lehrte'","'Lehrte'","Südring","6","'DHL Packstation'","'PACKSTATION_PS_DE'",,52.365446,9.965383,31275132
31275,"'Lehrte'","'Lehrte'","Poststr.","12","'Paketbox'","'PAKETBOX'",,52.3779733,9.9739739,229
31275,"'Lehrte'","'Lehrte'","Poststr.","12","'DHL Packstation'","'PACKSTATION_PS_DE'","Postbank Finanzcenter",52.377929,9.974391,31275113
31275,"'Lehrte'","'Lehrte'","Am Rathaus","2","'DHL Paketshop'","'PAKETSHOP'","Autoschilder Lehrte",52.3728666,9.9755347,4135180
31275,"'Lehrte'","'Immensen'","Bauernstr.","25","'Postfiliale'","'RETAIL_OUTLET'","Dorfladen Immensen",52.3943033,10.0624223,4287979
31275,"'Lehrte'","'Arpke'","Schwüblingser Str.","5","'Postfiliale'","'RETAIL_OUTLET'","EDEKA",52.3881,10.1006545,4287452
31275,"'Lehrte'","'Hämelerwald'","Niedersachsenstr.","13","'Postfiliale'","'RETAIL_OUTLET'","Geschenkartikel Sigrid Littau",52.3561001,10.115268,4019932
31275,"'Lehrte'","'Hämelerwald'","Hermesstr.","3","'DHL Packstation'","'PACKSTATION_PS_DE'","Aldi Markt",52.357981,10.118526,31275155
31275,"'Lehrte'","'Hämelerwald'","Fortunastr.","1","'DHL Packstation'","'PACKSTATION_PS_LIGHT'","REWE Markt",52.358878,10.118988,31275165
31275,"'Lehrte'","'<undefined>'","Lessingstr.","17a","'Postfiliale'","'RETAIL_OUTLET'",,52.3697438,10.1244385,4114842
31303,"'Burgdorf'","'Burgdorf'","Weserstr.","2","'DHL Packstation'","'PACKSTATION_PS_DE'","Edeka Markt",52.459289,9.989995,31303201
31303,"'Burgdorf'","'Burgdorf'","Braunschweiger Str.","2","'DHL Paketshop'","'PAKETSHOP'","Bleich-Schreiben u. Schenken",52.4451828,10.0088471,4067637
31303,"'Burgdorf'","'Burgdorf'","Marktstr.","28","'Postfiliale'","'RETAIL_OUTLET'","Schüler & Asnet GmbH",52.447428,10.0122387,4062349
31303,"'Burgdorf'","'Burgdorf'","Uetzer Str.","14-15","'DHL Packstation'","'PACKSTATION_PS_DE'","EDEKA Markt",52.444005,10.015,31303114
31303,"'Burgdorf'","'Ramlingen-Ehlershausen'","Ramlinger Str.","43","'Postfiliale'","'RETAIL_OUTLET'","Voltmer's Schreib-Post",52.5180335,10.0152098,4125892
31303,"'Burgdorf'","'Burgdorf'","Uetzer Str.","17","'DHL Paketshop'","'PAKETSHOP'","bft-Tankstelle Coknez",52.4443191,10.0163986,4114135
31303,"'Burgdorf'","'Burgdorf'","Ostlandring","2","'DHL Packstation'","'PACKSTATION_PS_DE'","Lidl Markt",52.445217,10.024574,31303149
31303,"'Burgdorf'","'Ramlingen-Ehlershausen'","Alte Bundesstr.","5","'DHL Packstation'","'PACKSTATION_PS_LIGHT'","Penny Markt",52.523374,10.030141,31303173
31311,"'Uetze'","'Hänigsen'","Weißdornallee","1","'DHL Packstation'","'PACKSTATION_PS_LIGHT'","PENNY Markt",52.481272,10.087739,31311174
31311,"'Uetze'","'Hänigsen'","Henighuser Str.","2","'Postfiliale'","'RETAIL_OUTLET'","schüler & asnet GmbH",52.4830318,10.0938781,4289843
31311,"'Uetze'","'Dollbergen'","Wilhelm-Busch-Str.","7","'Postfiliale'","'RETAIL_OUTLET'",,52.4071856,10.1805916,4074566
31311,"'Uetze'","'Uetze'","Schapers Kamp","5","'DHL Paketshop'","'PAKETSHOP'","Famila Warenhaus Hannover",52.4660431,10.1896366,4072809
31311,"'Uetze'","'Uetze'","Schapers Kamp","5","'DHL Packstation'","'PACKSTATION_PS_DE'","famila center",52.465558,10.190757,31311115
31311,"'Uetze'","'Uetze'","Burgdorfer Str.","29","'DHL Paketshop'","'PAKETSHOP'","ARAL Station Gentzsch",52.4640731,10.1954844,4121583
31311,"'Uetze'","'Uetze'","Burgdorfer Str.","23","'DHL Packstation'","'PACKSTATION_PS_DE'","Aldi Markt",52.463448,10.197694,31311209
31311,"'Uetze'","'Uetze'","Nordmannstr.","1","'Postfiliale'","'RETAIL_OUTLET'","schüler & asnet",52.4639365,10.2031894,4051249
31311,"'Uetze'","'Uetze'","Praklastr.","2","'DHL Paketshop'","'PAKETSHOP'","Gas-u. Wasserinstallation Schmidt",52.4704958,10.2167482,4110052
31319,"'Sehnde'","'Ilten'","Hindenburgstr.","26","'Postfiliale'","'RETAIL_OUTLET'","Lotto",52.3474975,9.9337632,4114115
31319,"'Sehnde'","'Ilten'","Wahre Dorffstr.","1","'DHL Paketshop'","'PAKETSHOP'","Dorff-Laden",52.333679,9.9454407,4100158
31319,"'Sehnde'","'Sehnde'","Nordstr.","20","'DHL Packstation'","'PACKSTATION_PS_DE'","Lidl Markt",52.31358,9.962481,31319137
31319,"'Sehnde'","'Sehnde'","Peiner Str.","17","'Postfiliale'","'RETAIL_OUTLET'","3 X P",52.3158606,9.9653069,4122306
31319,"'Sehnde'","'Sehnde'","Peiner Str.","37b","'DHL Paketshop'","'PAKETSHOP'","Toto-Lotto Tabakwaren Rampf (REWE Markt)",52.3153034,9.9703645,4086967
31515,"'Wunstorf'","'Steinhude'","Großenheidorner Str.","2","'Postfiliale'","'RETAIL_OUTLET'","Postagentur Steinhude",52.4540482,9.3599106,4291321
31515,"'Wunstorf'","'Steinhude'","Fuhrenweg","22","'Postfiliale'","'RETAIL_OUTLET'","Der Kiosk",52.4576363,9.3679779,4289692
31515,"'Wunstorf'","'Bokeloh'","Alte Dorfstr.","26","'Postfiliale'","'RETAIL_OUTLET'","Malergeschäft",52.4146176,9.3787282,4132488
31515,"'Wunstorf'","'Wunstorf'","Hagenburger Str.","20","'Postfiliale'","'RETAIL_OUTLET'","Marktkauf",52.4307242,9.4189201,4109351
31515,"'Wunstorf'","'Wunstorf'","Hagenburger Str.","20","'DHL Packstation'","'PACKSTATION_PS_DE'","Marktkauf",52.430746,9.419221,31515135
31515,"'Wunstorf'","'Wunstorf'","Speckenstr.","7","'DHL Paketshop'","'PAKETSHOP'","Thies Media",52.4263781,9.4262149,4099280
31515,"'Wunstorf'","'Wunstorf'","Südstr.","24","'Postfiliale'","'RETAIL_OUTLET'","Dr. Mobile",52.4244399,9.4300633,4131342
31515,"'Wunstorf'","'Wunstorf'","Kolenfelder Str.","4a","'DHL Packstation'","'PACKSTATION_PS_LIGHT'","Star Tankstelle",52.421155,9.4346,31515162
31515,"'Wunstorf'","'Wunstorf'","Kolenfelder Str.","67","'Postfiliale'","'RETAIL_OUTLET'","TAS Tankstelle",52.4168911,9.4483019,4112284
31515,"'Wunstorf'","'Wunstorf'","Industriestr.","3","'DHL Paketshop'","'PAKETSHOP'","REWE Thorsten Krause oHG",52.4198449,9.451048,4124868
31515,"'Wunstorf'","'Wunstorf'","Industriestr.","8","'DHL Packstation'","'PACKSTATION_PS_DE'","Lidl Markt",52.418249,9.451413,31515143
31515,"'Wunstorf'","'Kolenfeld'","Mühlenweg","8","'Postfiliale'","'RETAIL_OUTLET'","Lotto / EDEKA-Markt",52.3902257,9.4551314,4097026
31515,"'Wunstorf'","'Luthe'","Nienburger Str.","36","'DHL Packstation'","'PACKSTATION_PS_DE'","ALDI Markt",52.429744,9.464244,31515203
31515,"'Wunstorf'","'Luthe'","Adolf-Oesterheld-Str.","18","'Postfiliale'","'RETAIL_OUTLET'","Nahkauf",52.4243721,9.4674182,4113603
31515,"'Wunstorf'","'Luthe'","Adolf-Oesterheld-Str.","18","'DHL Packstation'","'PACKSTATION_PS_DE'","REWE Markt",52.424357,9.46746,31515123
31535,"'Neustadt am Rübenberge'","'Mardorf'","Mardorfer Str.","17","'Postfiliale'","'RETAIL_OUTLET'","Markant Nah & Frisch",52.4898509,9.2921932,4087111
31535,"'Neustadt am Rübenberge'","'Hagen'","Hagener Str.","20","'Postfiliale'","'RETAIL_OUTLET'","Frischmarkt Nah und Gut",52.5760375,9.4314723,4107553
31535,"'Neustadt am Rübenberge'","'Poggenhagen'","Akazienallee","8","'DHL Paketshop'","'PAKETSHOP'","Seniorenbedarf Poggenhagen",52.4770217,9.4432588,4132165
31535,"'Neustadt am Rübenberge'","'Neustadt'","Im Heidland","27","'DHL Paketshop'","'PAKETSHOP'","Frankie's Store",52.5000502,9.443303,4087264
31535,"'Neustadt am Rübenberge'","'Neustadt'","Landwehr","68","'Postfiliale'","'RETAIL_OUTLET'","EDEKA Lustfeld",52.5048235,9.4437731,4131950
31535,"'Neustadt am Rübenberge'","'Neustadt'","Königsberger Str.","59","'Postfiliale'","'RETAIL_OUTLET'","Edeka Hanekamp",52.5115416,9.4488438,4140902
31535,"'Neustadt am Rübenberge'","'Neustadt'","Erika-Najork-Str.","2","'DHL Packstation'","'PACKSTATION_PS_DE'","ALDI Markt",52.51286,9.45241,31535136
31535,"'Neustadt am Rübenberge'","'<undefined>'","Siemensstr.","2-4","'Postfiliale'","'RETAIL_OUTLET'","REWE Dietrichs",52.4999307,9.4557207,4122876
31535,"'Neustadt am Rübenberge'","'Neustadt'","Wunstorfer Str.","64","'DHL Paketshop'","'PAKETSHOP'","Q1 Tankstelle",52.4951009,9.4561537,4134262
31535,"'Neustadt am Rübenberge'","'Neustadt'","Rundeel","1a","'DHL Paketshop'","'PAKETSHOP'","bücher - basteln - papeterie",52.505265,9.4576809,4087050
31535,"'Neustadt am Rübenberge'","'Neustadt'","Am Walle","2","'DHL Paketshop'","'PAKETSHOP'","Jibi Verbrauchermarkt",52.5065536,9.4602197,4127933
31535,"'Neustadt am Rübenberge'","'Neustadt'","Am Walle","5","'Postbank Filiale'","'POSTBANK_FINANCE_CENTER'","Postbank Filiale",52.506846,9.4616899,23117
31535,"'Neustadt am Rübenberge'","'Neustadt'","Am Walle","5","'DHL Packstation'","'PACKSTATION_PS_DE'","Postbank Finanzcenter",52.506846,9.46169,31535118
31535,"'Neustadt am Rübenberge'","'Neustadt'","Rudolf-Diesel-Ring","30","'DHL Packstation'","'PACKSTATION_PS_LIGHT'","famila Markt",52.511576,9.477628,31535175
31535,"'Neustadt am Rübenberge'","'Neustadt'","Rudolf-Diesel-Ring","30","'Postfiliale'","'RETAIL_OUTLET'","Famila-Handelsmarkt Hamburg GmbH & Co. KG",52.5107162,9.4783994,4047649
31535,"'Neustadt am Rübenberge'","'Bordenau'","Steinweg","55","'DHL Packstation'","'PACKSTATION_PS_LIGHT'","NP Markt",52.464588,9.482408,31535169
31535,"'Neustadt am Rübenberge'","'Bordenau'","Bordenauer Str.","33","'Postfiliale'","'RETAIL_OUTLET'","Kiosk",52.4624738,9.483045,4289271
31535,"'Neustadt am Rübenberge'","'Mandelsloh'","Amedorfer Str.","25","'DHL Paketshop'","'PAKETSHOP'","Combi Verbrauchermarkt",52.5983814,9.5634079,4123709
31535,"'Neustadt am Rübenberge'","'Helstorf'","Abbenser Str.","10","'DHL Packstation'","'PACKSTATION_PS_LIGHT'","ALDI Markt",52.582304,9.587387,31535171
31832,"'Springe'","'Springe'","Fünfhausenstr.","21","'DHL Packstation'","'PACKSTATION_PS_DE'","Postfiliale",52.211874,9.55333,31832130
31832,"'Springe'","'Springe'","Friedrichstr.","2","'DHL Paketshop'","'PAKETSHOP'","Kiosk im Preis Paradies",52.2118272,9.5539923,4137749
